year,BRA_03_f08,BRA_03_f10,BRA_03_f15,BRA_03_p10,BRA_12_f08,BRA_12_f10,BRA_12_f15,BRA_12_p10,ETH_03_f08,ETH_03_f10,ETH_03_f15,ETH_03_p10,ETH_12_f08,ETH_12_f10,ETH_12_f15,ETH_12_p10,SOM_03_f08,SOM_03_f10,SOM_03_f15,SOM_03_p10,SOM_12_f08,SOM_12_f10,SOM_12_f15,SOM_12_p10
1997,0.525096525096525,0.4163449163449163,0.21171171171171171,-1.8554843465487163,0.2985842985842986,0.1956241956241956,0.06628056628056628,-1.2971219023068745,0.008811486031203027,0.0058743240208020174,0.0,0.38136134545008343,0.11748648041604035,0.07196046925482472,0.01321722904680454,-0.8610987861951193,0.04525917122960562,0.022635138887346317,0.0,-0.04860774055123329,0.070737585659229,0.04243810877750259,0.0,-0.48252950608730316
1998,0.16795366795366795,0.11325611325611326,0.017374517374517374,-1.0467656300618098,0.3642213642213642,0.3005148005148005,0.13706563706563707,-1.5793979384682395,0.3054245350933269,0.24962997517810145,0.14096073993446095,-1.6991620063781738,0.2099667697552941,0.1365492377776626,0.026417180670018484,-1.078900784254074,0.4135633128602686,0.36257316436576076,0.1784488599131469,-1.7598934916448545,0.28603796217110744,0.21523373724135636,0.09905927563112944,-1.4590301513671875
1999,0.3841698841698842,0.3185328185328185,0.13063063063063063,-1.6469026446342467,0.030264005151320026,0.0051513200257566,0.0,-0.48727205594380696,0.045526011161215636,0.017622972062406053,0.0014685810052005044,-0.5500532190004984,0.3730195753209281,0.29518478204530135,0.16448107258245648,-1.8303046971559525,0.039639259415573606,0.016981907438053247,0.0,-0.5553491077077831,0.32015726867843225,0.2125237402401236,0.05672112575941003,-1.3569531440734863
2000,0.30952380952380953,0.24646074646074645,0.09395109395109395,-1.4777318022467874,0.06241956241956242,0.025096525096525095,0.0,-0.6117202368649569,0.06018302550723636,0.04110299072202353,0.0058743240208020174,-0.5345113277435303,0.22906984110529438,0.15858947113806388,0.06461756422882219,-1.2613228394445284,0.09343936381709746,0.07363639392694116,0.014160844985950223,-0.7340380549430847,0.164410186923154,0.10494574452724997,0.011428634894543356,-1.051903247833252
2001,0.4163449163449163,0.34427284427284427,0.16731016731016732,-1.6704543178731746,0.29922779922779924,0.22007722007722008,0.03667953667953668,-1.2921420273027922,0.2745843339841163,0.20556678588088945,0.10278339294044472,-1.5088733673095702,0.3054533307993112,0.20853274359727475,0.09839492734843379,-1.4609934091567993,0.40504459277852445,0.30594089096704696,0.15017159612159448,-1.6491828727348665,0.2663127380965603,0.18986638826260321,0.11335339915812392,-1.6258195638656616
2002,0.333976833976834,0.287001287001287,0.14157014157014158,-1.642374575138092,0.2084942084942085,0.16859716859716858,0.09137709137709138,-1.4556336317743575,0.07048036996723048,0.019085793926409692,0.0014685810052005044,-0.5895766615867615,0.6094092848874376,0.5345174127634087,0.2687388056692986,-1.868266522884369,0.06791652320712598,0.04242700223241557,0.011317569443673159,-0.5397618412971497,0.3342514743938603,0.2832724324444395,0.11055454979619495,-1.5339025259017944
2003,0.5656370656370656,0.4568854568854569,0.21557271557271557,-1.7676374362065241,0.27863577863577865,0.20527670527670527,0.08429858429858429,-1.4504982233047485,0.31277895840172315,0.2466985723088973,0.11601214026964299,-1.5537189245224,0.28486440102051985,0.19823539913728064,0.03082868282681686,-1.3202167749404907,0.2690560547330543,0.20107289225540617,0.09345047036218447,-1.431385585930959,0.2577606983795551,0.19824072325821612,0.09340604418183639,-1.461623191833496
2004,0.52088772845953,0.4366840731070496,0.2558746736292428,-1.8899854211246265,0.13063063063063063,0.06048906048906049,0.006435006435006435,-0.8593809833893409,0.06754320795682947,0.03230302297321423,0.0,-0.6464251279830933,0.2540414773348998,0.21294424575407314,0.1321722904680454,-1.6097522020339965,0.05380010440152383,0.03115385896909049,0.0,-0.43459889749113806,0.08206626164798918,0.056587847218365794,0.0,-0.6988295018672943
2005,0.16216216216216217,0.11840411840411841,0.05855855855855856,-1.1444200277328491,0.20463320463320464,0.16795366795366795,0.07464607464607464,-1.3252915794199163,0.2951675046217108,0.19824115827847752,0.008811486031203027,-1.1616377035776775,0.16446955430006277,0.11013781624884096,0.02349729608320807,-1.0253009796142578,0.12177216033408492,0.06227439830291993,0.0,-0.8320796489715576,0.13307862323267108,0.0849428568255273,0.014160844985950223,-0.8979798257350922
2006,0.21814671814671815,0.18468468468468469,0.1048906048906049,-1.5167582780122757,0.14285714285714285,0.12290862290862291,0.036036036036036036,-1.1105483025312424,0.0029256437280072794,0.0014628218640036397,0.0,0.10167161055973598,0.09250908504523804,0.06314898322362168,0.016154391057205546,-0.7243746916453043,0.04243810877750259,0.0226240323422593,0.0,0.06885986004237499,0.0821329009185113,0.05664337994380089,0.0,-0.667269249757131
2007,0.07915057915057915,0.0694980694980695,0.039897039897039896,-0.6097007691860199,0.17696267696267695,0.1583011583011583,0.12483912483912483,-1.7680955273764474,0.30104758778370966,0.20559558158687374,0.05727465920281967,-1.233718474706014,0.06459452766403473,0.032291504690820504,0.0014685810052005044,-0.6682529846827189,0.10761131534813469,0.06230771793818098,0.002832168997190045,-0.8152680993080139,0.13870964159179008,0.08773059964236926,0.014127525350689164,-0.9485920667648315
2008,0.10296010296010295,0.06306306306306306,0.0019305019305019305,-0.8285955637693405,0.04507405022537025,0.021249195106245976,0.0,-0.45101539905254656,0.14685810052005044,0.11161215639523833,0.03818310613521311,-1.0488705237706502,0.1497895033892546,0.08224053629122824,0.02349729608320807,-0.9510311881701151,0.03398602796628054,0.00566433799438009,0.0,-0.5318164825439453,0.15298155202861052,0.09915923453691265,0.04248253495785067,-0.9762943238019943
