year,BRA_03_f08,BRA_03_f10,BRA_03_f15,BRA_03_p10,BRA_12_f08,BRA_12_f10,BRA_12_f15,BRA_12_p10,ETH_03_f08,ETH_03_f10,ETH_03_f15,ETH_03_p10,ETH_12_f08,ETH_12_f10,ETH_12_f15,ETH_12_p10,SOM_03_f08,SOM_03_f10,SOM_03_f15,SOM_03_p10,SOM_12_f08,SOM_12_f10,SOM_12_f15,SOM_12_p10
2009,0.47554697554697556,0.4021879021879022,0.20527670527670527,-1.8903401866555214,0.2799227799227799,0.19305019305019305,0.06756756756756757,-1.3296087438409978,0.16150359658367744,0.12186342772565754,0.0660861452340227,-1.1309497556461787,0.6211176189406636,0.5051112378122175,0.25549278091650973,-1.7900396823883056,0.09905927563112947,0.062241078667658864,0.008496506991570134,-0.8073864579200745,0.5353910059197885,0.4305896464786699,0.2124793140597755,-1.791291105996224
2010,0.16216216216216217,0.1274131274131274,0.05791505791505792,-1.1117549198014396,0.32754182754182753,0.2554697554697555,0.12355212355212356,-1.6457303613424301,0.11305194169445451,0.07634317570563877,0.03230302297321423,-0.8598739206790924,0.0895776821760339,0.05727465920281967,0.0029371620104010087,-0.752509355545044,0.17278452191876686,0.14161955640458931,0.06792762975221299,-1.160892518470064,0.1812699223652499,0.1501049568510724,0.01697080089296623,-1.1470434069633484
2011,0.26705276705276704,0.20077220077220076,0.05276705276705277,-1.3253724177678425,0.2528957528957529,0.1891891891891892,0.1138996138996139,-1.577320781621066,0.1365607560600563,0.0910462631812344,0.019091553067606556,-0.949993371963501,0.2026641787176696,0.14245235750444893,0.05874324020802017,-1.2767386833826702,0.130235347690394,0.07643524328887015,0.01699301398314027,-0.914804470944779,0.04242700223241557,0.01130646289858614,0.0,-0.41242886532326134
2012,0.5804375804375804,0.5302445302445302,0.3410553410553411,-2.1377829351732807,0.3944658944658945,0.33912483912483915,0.21943371943371942,-1.8889514923095703,0.21730967478129662,0.1482921266780698,0.02494859966481798,-1.1777669191360474,0.08224053629122824,0.029371620104010086,0.004405743015601513,-0.7232233087221781,0.3002099137021447,0.20961382542732437,0.04814687295223076,-1.3679389158884685,0.07080422492975112,0.00566433799438009,0.0,-0.7654800415039062
2013,0.20913770913770913,0.14864864864864866,0.08751608751608751,-1.3917671680450439,0.20077220077220076,0.17052767052767054,0.09716859716859717,-1.4836718241373699,0.03669724770642201,0.019085793926409692,0.0,-0.3990282595157623,0.152709387976065,0.07342329111882837,0.004405743015601513,-0.9233171939849854,0.056665593033974934,0.03966147250574765,0.0,-0.5232455435342546,0.09913702144673861,0.04249364150293769,0.0,-0.7906520267327627
2014,0.3005148005148005,0.2696267696267696,0.18725868725868725,-1.8919297218322755,0.33462033462033464,0.28893178893178895,0.21621621621621623,-1.9198305288950601,0.05577152335043799,0.04109723158082666,0.01320571076441081,-0.4586575925350189,0.18646371453088917,0.13653771949526886,0.01761145378001232,-1.0864878041403634,0.13588857913968705,0.11889556515654678,0.048113553316969704,-1.1879299879074097,0.32568832813176807,0.24354432066816978,0.04531470395504072,-1.3063360093039236
2015,0.9195624195624196,0.8906048906048906,0.7818532818532818,-2.7644666035970054,0.788931788931789,0.7149292149292149,0.5456885456885456,-2.3276217460632322,0.19967518443649684,0.14240052523367716,0.04988568104724223,-1.173579454421997,0.44341931731140255,0.33769876236055685,0.14828060839567606,-1.67234593682481,0.34269244865999543,0.28601574908093347,0.17269566955807064,-2.0491646503676844,0.41920543776447466,0.3200684163177361,0.1954196608061131,-2.1835628747940063
2016,0.3963963963963964,0.3584298584298584,0.20527670527670527,-2.1400884714993564,0.5476190476190477,0.4723294723294723,0.34234234234234234,-2.326529249548912,0.27019010925090853,0.1835611073676693,0.05727465920281967,-1.2734811815961002,0.19379510127449798,0.12918329618687263,0.038160069570425656,-1.1438587307929993,0.25493963592745206,0.20109510534558023,0.09346157690727147,-1.472720205783844,0.30303097615424773,0.21523373724135636,0.05951997512133902,-1.4152485067811602
2017,0.46074646074646075,0.3764478764478765,0.1866151866151866,-2.0135603547096252,0.49356499356499356,0.4202059202059202,0.2277992277992278,-1.9504766744725845,0.215846852917293,0.13214349476206108,0.02201143765441697,-1.1610606908798218,0.12037756929686647,0.09248028933925372,0.03670300684761888,-0.9861565232276917,0.18969979008629795,0.1018914446283195,0.025445094794362324,-1.0247614979743958,0.15003831758055028,0.13021313460021997,0.06508435420993593,-1.235531210899353
2018,0.18532818532818532,0.15637065637065636,0.08815958815958816,-1.4226276636123658,0.13256113256113256,0.10424710424710425,0.03732303732303732,-1.014423906803131,0.08368608073164129,0.0631317058000311,0.026428698952412216,-0.6775475740432739,0.0,0.0,0.0,-0.19494067921873945,0.07641303019869611,0.06790541666203896,0.04241589568732855,-0.49720340967178345,0.014149738440863204,0.002832168997190045,0.0,-0.2543216943740845
2019,0.2232947232947233,0.1956241956241956,0.07915057915057915,-1.358579864868751,0.3635778635778636,0.3326898326898327,0.22007722007722008,-1.7991548776626587,0.02934858353922263,0.020537097508019603,0.008794208607612432,0.01600242095688979,0.027868484251628394,0.01613135449241809,0.0029256437280072794,-0.2613506105393025,0.09622710663393941,0.09056276863955931,0.06790541666203896,-0.6877685785293579,0.11322012061707969,0.09905927563112944,0.07923409265079913,-0.9230235517024994
2020,0.32496782496782495,0.24066924066924067,0.14414414414414414,-1.6734609985351563,0.43114543114543114,0.39317889317889315,0.2625482625482625,-2.0121309757232666,0.22611540167130278,0.1703093234736836,0.06313746494122797,-1.292272299528122,0.014674291769611315,0.008799967748809296,0.0,-0.45415389112063814,0.19538634117085202,0.17838222064262477,0.0934171507269234,-1.4892523884773254,0.13310083632284514,0.0849428568255273,0.031109432788742414,-0.928286592165629
2021,0.13127413127413126,0.1093951093951094,0.036036036036036036,-1.0792364080746968,0.18597168597168598,0.1653796653796654,0.0945945945945946,-1.4191447099049885,0.2422870701520989,0.1762182023416668,0.055806078197619166,-1.2922563950220745,0.19970973928367802,0.15272090625845874,0.04405743015601513,-1.1685363948345184,0.07650188255939226,0.025500627519797422,0.0,-0.7365339355056553,0.2577495918344681,0.20674833679487326,0.06516210002554507,-1.3261650800704956
2022,0.21171171171171171,0.1821106821106821,0.1138996138996139,-1.7100988030433655,0.3384813384813385,0.3075933075933076,0.20398970398970398,-2.0157578309377033,0.17471506648928511,0.13213773562086423,0.0734002545540409,-1.2016583681106567,0.2481383576081135,0.2114353507604946,0.08808606460604594,-1.431719422340393,0.26052622810622306,0.21520041760609532,0.11327565334251478,-1.7438252568244934,0.4191721181292136,0.36538312027277686,0.14161955640458926,-1.636845588684082
2023,0.49613899613899615,0.3996138996138996,0.2548262548262548,-2.2631744623184202,0.5347490347490348,0.48326898326898327,0.31981981981981983,-2.2655922282825816,0.28358736393286876,0.21120167770265966,0.10485641622783388,-1.5174655616283417,0.3538761899825498,0.22464682066610228,0.12039484672045705,-1.7363407611846924,0.28040694381198844,0.2407454713062408,0.1585459311172074,-1.720285415649414,0.39926918933327427,0.28881459844286245,0.1896886835412109,-2.057841181755066
