year,ETH_12,SOM_12,BRA_12,ETH_03,SOM_03,BRA_03
1950,0.4763901901805325,-0.1375384292414521,0.4450815053612461,-0.7225036730776415,-0.33459260162997023,0.1759233970636744
1951,0.7412844451876088,1.5491961107985976,0.16988748489956831,1.223675538425653,0.6679964230389555,-0.0071592510914712595
1952,-0.4050316672866905,-0.346597024766222,-0.061144969342061456,-0.738866116750901,-0.48624784711569036,0.09147983205994574
1953,-0.4368250500952494,-0.7702669258285703,0.7868542138025935,-0.0860505683505091,-0.6148759980662772,0.6058715737273915
1954,-0.03921313135141274,-0.8472934025119717,0.2277800490260567,-0.5836840935248279,-0.5564148273510554,0.49779198201208935
1955,-0.8451901270272922,-1.6730377127985028,0.4966208467721207,-0.8412260074171771,-1.41334744906153,0.11443328078165878
1956,-0.047836618319334244,-0.4027437485027764,1.037894596937538,0.5268070772732302,0.39493463782640637,0.993308012255682
1957,0.164711248884152,0.6182351100502318,-0.15656553797661765,-0.4073249447754774,0.411856349829752,-0.19422444472982528
1958,-0.14058490356399642,-0.9870237102924148,-0.22865118780123544,-0.7478588554913895,-1.3759409185395708,-0.05203597134863478
1959,-0.4266370695074523,-1.0276031657653462,0.13990559168151348,0.14464248377793215,-0.2264655200987787,-0.046312628481330345
1960,-0.40536022083553,0.027699079607712677,-0.030959021551186936,-0.6123725381752204,-0.4754634938623505,0.3316510484447946
1961,1.4241172699644582,0.9480244658934668,-0.5545559284315317,1.738704856585128,1.529425516826825,0.3215485662762034
1962,-0.1889849485479842,-0.6009263039292219,-0.12671623647241748,0.29807569854177146,-0.1241559328405686,-0.2868531129318245
1963,0.9022050636155144,0.8776249311136818,-0.25552949982640144,0.9535538429721373,0.5026354632431843,-0.13857972019859388
1964,1.0805426087134762,0.7941262075728373,0.00872681305062492,0.6833740775843398,-0.0636849478956908,0.22923857567620917
1965,-0.4557737830468933,0.20795742313135054,-0.3554196478441649,1.2331749186200343,1.129433533693224,-0.3312398727676167
1966,0.14584894514288793,0.18434418601197797,-0.24522862101920517,0.2655659291798072,0.6180330457015067,-0.3421866428217895
1967,1.7247157098054589,1.9932550579991,-0.30780053635803484,1.9355153500459616,2.027358039348514,-0.8254952118561982
1968,0.9921708237889654,1.887652628545869,0.13613543920152646,0.35341713416530113,0.9570983576560601,0.14312037425011576
1969,-0.29552879642582397,-0.06849542709297005,-0.6861011625309217,-1.0127909932556256,-0.6760846278174891,-1.0241747522712272
1970,0.02852143072903336,-0.3958258913245894,0.1338792498856439,-0.44492977989875854,-0.8706051884882399,-0.2920635135661861
1971,0.051202665941163863,0.3722795892434419,0.5699496459242249,0.7860069201122495,0.9319583732044304,0.036965273370267525
1972,0.08869434783207522,0.8571542193234873,0.21276098292482704,0.3476359145154262,0.5870453370328745,-0.07079845380147097
1973,-1.0277423825023244,-0.8340145642777842,0.9391062143030094,-0.23963219661905788,-0.28612358501395807,1.0691784996836164
1974,-0.5271044128040541,-0.9052343884330485,0.4048254327242168,-1.9271080838419754,-1.5076982321020034,0.3456138254183957
1975,0.05361341638834386,-0.5499431569383761,0.9513408218190212,-0.9657497864102095,-1.348374480844161,0.029548346969416113
1976,0.09729048599025118,0.40508231981544296,0.16989205772524993,0.045473527201218736,-0.14105742864142645,-0.27276077785198377
1977,0.6070598253764987,0.4656533355075677,0.376046601085505,1.4240310544343608,1.0346692985578214,0.6578317351138175
1978,-0.18697966852347,-0.17751742909847773,0.48387603581438926,0.43018495159122355,0.15532444943809168,0.32053639822542285
1979,-0.29302667370899443,0.32762312962073437,0.18615452359679804,-0.589654963965543,-0.806903631106487,0.3735812290908665
1980,-1.1959438006808925,-1.3696635075928065,-0.4330592820123605,-0.8036691578209396,-0.7612952303224793,-0.03392889039187163
1981,0.14391022980125287,0.7551483834496878,-0.020277329477802163,-0.8784640294991589,-0.35133076795658646,0.08654053534467655
1982,0.8905643215331785,1.650897444790897,0.18364716948001175,1.778244568009139,2.1258086661094486,-0.4975652196832622
1983,0.08538945207152003,-0.06784623166320762,-1.0186589246754656,-0.4095546503589251,-0.8307014398151811,0.013853196439269692
1984,-1.6422482862351522,-0.40453111815562637,0.5915444599020637,-0.9678089112251451,-0.16605136382740332,0.18094248023960485
1985,-0.26740159604078645,-0.04972694372187427,0.11124579793886251,-1.0099571085173022,-0.7156539825140822,0.709284090402385
1986,-0.4825597169391021,0.07930920201960126,0.2262912864796892,-0.8227951285106665,-1.009977573886067,0.5436146938281498
1987,-0.2332768950869566,0.35299525625141237,-0.6626174872912992,-0.46882894030548244,-0.32312882723323066,-0.5042827327509783
1988,0.4185786357673341,0.2535719797186845,0.17849454735396753,-0.031085002483098572,-0.4067717545392116,0.654617374155046
1989,0.7362519514988454,1.4773657555902222,0.8525562775372995,0.7898030273466847,1.414507565945208,0.8434674524520087
1990,-0.49052394664366494,0.1352031940739488,0.11804453436903442,-0.9893803125239654,-0.13349626818017585,0.04497216429026851
1991,-0.4921143739164522,-0.4320493296085223,-0.11269841755859758,-0.3702203947259328,-0.5415718720823942,-0.9881112456779886
1992,-0.07874833969769816,-0.16247786988535579,-0.9148176852022563,0.9465592709153919,0.3916192730086249,-0.5233720539185635
1993,0.2745557439556007,0.0352273865862581,0.1973944991645454,-0.19658320495030254,-0.24907459802009232,0.8097118821021949
1994,0.09075440389392232,0.46545979673799887,0.526745325487736,0.1368568489097588,0.8504568540700225,-0.04555206133470798
1995,-0.29035415415756777,-0.16699245845039717,-0.37304087233918215,-0.11057957873117576,-0.009918285775879995,0.4346587472204129
1996,0.055198584217067276,-0.2147412736640563,0.49029335225114246,-0.7958884484733658,-0.709711420208499,-0.24939290060926328
1997,0.26033255073321765,0.5313328003345318,-0.34248921528325327,1.485899249699807,1.2174096146925801,-0.7329071619205699
1998,-0.17844588803050385,-0.5573346753547375,-0.37280680712435615,-0.16497044123039664,-0.566051084808329,0.2439686657751951
1999,-0.42343202358846266,-0.36966718939941334,0.6109202726077632,0.6241869390622566,0.2954338450592124,-0.27304866298957653
2000,-0.27924390679228694,-0.2700874161576285,0.814166254424765,0.08635933593000195,0.02696975165313437,-0.07696941620616321
2001,-0.5855342184475852,-0.5333055201148297,-0.20239132006012595,-0.28683898930870527,-0.6014634018200798,-0.3933994694001777
2002,-0.9825265285582795,-0.5432067333842356,0.17548320486319546,0.15320406091143254,0.254707152135945,-0.010568438520345794
2003,-0.44607992509315525,-0.45061935848239193,-0.18566159550247396,-0.5466694413184909,-0.36584400236706077,-0.7203975785289923
2004,-0.438244212424592,-0.05024319781034498,0.09285941342418488,0.310748526664041,0.3607791903449401,-0.6024144941637859
2005,-0.2452310521203463,-0.23263539443298215,0.006681735615516884,-0.4094095912782711,-0.05007115716937417,0.2946787154544121
2006,0.04060049298943425,-0.02498265303981579,0.3452463919905007,0.554862872584615,0.29385935271681124,0.028353017901383254
2007,0.0902353265516639,-0.05849482904740791,0.11462660875814029,-0.3151559679888073,0.24452199075450684,0.8106345218230827
2008,-0.19765285241589936,-0.16929125647674356,0.5993159175777926,0.24621506312572458,0.18877775138484323,0.6195077463902614
2009,-1.008581339159836,-0.8948088269815725,0.011272336532238348,-0.07006922255853457,0.10321018629280751,-0.6890264062882965
2010,-0.051097344492946825,-0.15210883930506042,-0.42231730813539375,0.07317404564407631,-0.24716242465698943,-0.06513542308785385
2011,-0.2802033173384596,0.03166621738498362,-0.22298052712707,-0.14887728586480142,0.046253243110212706,-0.3047995151097672
